PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1427,1,1,"Harris, Mr. Charles",male,,0,0,945563,,,S
1428,1,1,"Miller, Mr. William",male,37.42,0,1,357762,87.6,,S
1429,0,3,"Robinson, Mr. Charles",male,,0,2,548866,0.0,,Q
1430,0,2,"Taylor, Mr. Charles",male,25.17,1,0,398830,14.33,,S
1431,0,3,"Wilson, Mr. John",male,26.17,0,1,635325,19.64,,S
1432,0,3,"Jones, Mr. Robert",male,19.94,1,0,603481,16.82,,S
1433,0,1,"Brown, Master. John",male,32.85,0,0,934532,135.16,,S
1434,1,1,"Martinez, Mrs. Mary",female,25.88,4,0,140301,,B122,S
1435,1,1,"Williams, Mr. George",male,24.15,1,0,769755,137.8,,Q
1436,0,3,"Martinez, Mr. Frank",male,25.73,1,4,137151,12.71,,C
1437,0,1,"Williams, Master. Frank",male,,2,0,610278,150.87,,S
1438,1,3,"Thomas, Mr. Edward",male,,0,0,489281,13.02,,C
1439,1,3,"Miller, Miss. Alice",female,34.12,0,0,180688,0.0,F138,S
1440,0,3,"Robinson, Master. Edward",male,,0,0,156416,18.52,G74,Q
1441,0,2,"Miller, Mr. Edward",male,41.7,1,0,813873,15.56,D99,S
1442,1,1,"Garcia, Miss. Emma",female,,1,1,771778,68.2,,S
1443,1,1,"Jackson, Miss. Emma",female,,0,0,633471,22.97,,Q
1444,1,1,"Anderson, Dr. Elizabeth",female,64.22,1,2,628144,152.13,,S
1445,1,1,"Taylor, Mr. George",male,34.38,0,0,184557,62.11,,S
1446,0,3,"Martin, Mr. Edward",male,12.45,0,0,123637,23.24,,C
1447,1,3,"Williams, Miss. Mary",female,6.59,0,0,832892,10.2,,S
1448,0,3,"Brown, Mr. Robert",male,46.07,0,1,396546,6.97,,S
1449,0,3,"Miller, Mrs. Alice",female,46.23,0,0,808657,21.58,G144,S
1450,1,1,"Harris, Miss. Alice",female,26.9,1,0,179163,80.92,,S
1451,0,3,"Taylor, Rev. Thomas",male,16.27,0,1,699326,12.59,G31,S
1452,0,3,"Martin, Mr. Edward",male,,0,0,915619,4.67,G126,S
1453,0,3,"Martin, Mr. James",male,39.69,0,0,438315,10.03,G47,S
1454,0,3,"Harris, Mr. Charles",male,9.55,0,6,379666,15.79,,S
1455,1,2,"Jackson, Mrs. Emma",female,6.4,1,0,774743,7.01,E147,S
1456,0,1,"Johnson, Miss. Helen",female,64.01,1,0,443964,61.36,,S
1457,0,2,"Garcia, Master. George",male,33.75,0,3,395056,15.8,,S
1458,1,2,"White, Mrs. Mary",female,35.45,1,0,808422,20.66,,S
1459,0,3,"Martin, Mr. Thomas",male,22.54,1,0,712138,22.62,G120,S
1460,0,2,"Wilson, Miss. Alice",female,,1,1,294767,17.0,,S
1461,0,3,"Anderson, Mr. John",male,6.83,0,0,504810,8.51,,C
1462,1,3,"Johnson, Miss. Mary",female,14.91,0,1,287103,30.85,,S
1463,1,1,"Brown, Mrs. Emma",female,39.26,1,0,540438,65.81,E53,S
1464,0,2,"Jackson, Mr. Frank",male,2.75,0,0,826547,18.09,,S
1465,0,3,"Johnson, Mr. Robert",male,21.37,0,1,684044,10.67,G81,S
1466,0,3,"Martinez, Mrs. Florence",female,20.63,0,0,579769,11.2,,S
1467,0,2,"Johnson, Mr. Thomas",male,26.37,0,1,378061,20.78,,S
1468,1,2,"Thomas, Mrs. Alice",female,23.39,0,1,330927,29.21,,S
1469,0,3,"Thomas, Miss. Margaret",female,,1,3,664371,15.63,,S
1470,1,1,"White, Miss. Margaret",female,16.14,0,0,241964,,,S
1471,0,3,"Wilson, Mr. John",male,26.74,0,0,899488,19.79,,Q
1472,0,1,"Brown, Master. Thomas",male,34.4,3,0,812349,92.76,,S
1473,0,1,"Jones, Mrs. Anna",female,21.5,0,0,788238,99.81,,S
1474,0,3,"Taylor, Mr. James",male,25.75,0,0,283526,20.21,,S
1475,0,3,"Moore, Mr. John",male,21.46,1,0,409476,5.78,,S
1476,0,3,"Miller, Mr. John",male,19.47,3,0,542009,29.24,G136,C
1477,1,2,"Garcia, Dr. Alice",female,4.12,1,2,841908,14.87,,S
1478,0,3,"Smith, Mr. Thomas",male,33.19,0,0,271043,10.72,,S
1479,0,3,"Robinson, Mr. John",male,10.2,0,0,849547,5.12,,S
1480,0,3,"Johnson, Mr. John",male,25.76,1,0,438097,5.32,,Q
1481,0,2,"Miller, Miss. Alice",female,20.3,1,0,894147,29.74,,S
1482,0,1,"Martin, Mr. Thomas",male,33.34,0,0,175506,179.35,,S
1483,0,3,"Garcia, Mrs. Ellen",female,38.83,1,0,771256,,,S
1484,0,2,"Johnson, Mrs. Ellen",female,,0,0,109161,23.47,,S
1485,0,3,"White, Dr. Anna",female,38.56,0,0,399523,14.43,,S
1486,1,1,"Robinson, Miss. Emma",female,,0,1,618968,126.01,,S
1487,0,3,"Martin, Master. Frank",male,,0,5,779226,27.42,,Q
1488,1,2,"Martin, Miss. Mary",female,8.63,2,0,612289,35.21,,S
1489,0,3,"Thomas, Mr. Frank",male,,0,0,420936,11.45,F11,S
1490,1,3,"Garcia, Miss. Helen",female,22.3,1,1,270787,16.44,F77,Q
1491,0,1,"Jones, Mr. Frank",male,52.68,0,0,422435,110.38,C118,S
1492,1,3,"Jones, Miss. Elizabeth",female,18.93,1,0,277626,12.87,,S
1493,0,3,"Jackson, Miss. Margaret",female,28.18,0,0,135995,5.88,,S
1494,0,3,"Davis, Mr. George",male,27.71,2,0,795838,7.81,F132,C
1495,0,2,"Brown, Mrs. Anna",female,,0,0,987249,31.48,,S
1496,0,3,"Moore, Mr. John",male,23.4,1,1,501964,21.13,,S
1497,0,3,"Harris, Mr. Frank",male,34.93,0,0,404340,11.65,,S
1498,0,3,"Martinez, Mr. John",male,4.54,0,0,643619,14.7,,S
1499,0,2,"Harris, Mr. James",male,10.63,2,1,101961,31.97,D14,Q
1500,0,3,"Jackson, Mr. John",male,0.42,0,1,351885,1.92,,S
1501,1,3,"Harris, Miss. Mary",female,34.43,1,0,508576,10.1,,S
1502,0,3,"Smith, Mr. Robert",male,33.08,0,0,627522,26.12,G144,S
1503,0,2,"Wilson, Mr. Edward",male,40.76,0,0,367401,22.99,,S
1504,0,2,"Brown, Miss. Emma",female,21.87,2,1,476411,8.71,D19,C
1505,1,3,"Taylor, Miss. Mary",female,,1,0,312417,13.76,,S
1506,0,3,"Robinson, Mr. George",male,23.55,0,2,346863,19.64,,S
1507,0,3,"Garcia, Miss. Mary",female,,0,1,401391,0.0,,S
1508,0,2,"Taylor, Mr. John",male,,1,0,598307,,D47,C
1509,0,1,"Anderson, Mr. Edward",male,47.53,0,0,921627,68.36,,S
1510,0,3,"Thompson, Mr. Thomas",male,28.97,2,2,162296,2.33,G65,S
1511,1,1,"Miller, Miss. Elizabeth",female,54.02,0,1,277327,87.44,,S
1512,0,1,"Martin, Mr. Edward",male,34.93,0,0,214018,78.27,,C
1513,1,3,"Davis, Mr. William",male,20.31,1,0,253057,12.84,F141,C
1514,1,3,"Brown, Mrs. Emma",female,,0,0,499033,10.74,,S
1515,0,3,"Williams, Mr. George",male,13.26,0,0,953335,6.36,,S
1516,1,2,"Wilson, Mr. George",male,27.9,0,0,377086,5.45,,
1517,1,1,"Martinez, Mrs. Grace",female,24.59,5,0,737734,54.99,C134,S
1518,0,3,"Martinez, Mrs. Helen",female,37.3,0,2,826193,18.59,,S
1519,1,1,"Moore, Mr. Thomas",male,44.52,8,0,271124,93.79,,S
1520,0,1,"Thomas, Mr. William",male,55.15,0,0,276945,81.09,,S
1521,1,2,"Garcia, Mrs. Ellen",female,10.45,0,0,735544,9.6,,S
1522,0,3,"Taylor, Mr. Henry",male,47.82,0,0,220618,10.57,,S
1523,0,3,"Taylor, Mr. Charles",male,6.13,0,0,839888,,,S
1524,1,3,"Anderson, Mr. George",male,10.62,0,0,160030,16.28,G63,C
1525,0,3,"Garcia, Rev. Thomas",male,17.55,0,0,627978,9.9,,S
1526,1,1,"Martin, Miss. Florence",female,53.69,0,0,834942,0.0,,S
1527,0,2,"Williams, Mr. William",male,32.71,1,0,947406,13.25,D6,C
1528,0,3,"Williams, Mr. James",male,22.07,0,0,874176,9.86,,C
1529,0,1,"Jackson, Mr. Robert",male,,0,0,678491,45.9,,C
1530,0,2,"Johnson, Mr. Robert",male,,0,0,911029,,,C
1531,0,2,"Johnson, Mr. John",male,43.59,0,0,561699,28.17,,S
1532,0,1,"Taylor, Miss. Helen",female,,1,0,898272,82.43,A16,S
1533,0,3,"Martin, Miss. Margaret",female,41.23,1,0,990262,19.43,,C
1534,0,3,"Harris, Mr. James",male,29.76,1,0,886526,3.2,,S
1535,1,1,"Williams, Mr. William",male,,0,0,710353,71.19,E66,S
1536,0,3,"Jackson, Mr. John",male,10.07,0,0,977380,0.4,,S
1537,0,3,"Smith, Mr. George",male,,1,0,999454,10.23,G139,S
1538,0,3,"Moore, Mr. Charles",male,20.56,2,0,458411,6.2,G66,S
1539,0,3,"Moore, Mr. Thomas",male,18.29,0,0,369181,21.33,,S
1540,0,2,"Williams, Miss. Helen",female,16.76,0,1,692307,24.1,D26,S
1541,0,3,"Martin, Miss. Emma",female,36.37,1,0,535137,19.6,,S
1542,0,2,"Johnson, Mr. William",male,35.47,8,0,137743,15.71,,S
1543,0,2,"Robinson, Miss. Emma",female,36.01,0,0,376738,9.8,,S
1544,0,1,"Martinez, Dr. Edward",male,30.4,0,2,879601,39.83,,C
1545,0,2,"Johnson, Mr. Thomas",male,32.12,1,0,905210,22.65,,S
1546,0,2,"Thompson, Mrs. Helen",female,,1,0,230650,38.1,,S
1547,0,2,"Smith, Mr. Thomas",male,28.44,0,0,724376,24.12,,S
1548,0,3,"Garcia, Dr. Henry",male,0.42,0,6,713724,10.56,,S
1549,1,2,"Miller, Mrs. Ellen",female,11.18,0,2,805500,18.11,,S
1550,0,2,"Smith, Mr. George",male,26.13,1,0,393755,19.69,,S
1551,1,1,"Martin, Mrs. Elizabeth",female,,1,0,788561,169.12,,C
1552,0,2,"Robinson, Mr. George",male,8.39,0,1,629033,32.34,,S
1553,1,2,"Brown, Miss. Ellen",female,15.08,0,0,253514,22.6,F68,S
1554,1,2,"Williams, Mr. Thomas",male,32.6,1,0,813846,21.1,,S
1555,0,2,"Robinson, Mr. Thomas",male,51.23,0,0,971465,22.99,E65,Q
1556,0,3,"Davis, Mr. Charles",male,27.43,0,0,557978,16.21,,C
1557,0,3,"Martin, Mrs. Grace",female,33.43,0,0,203187,10.31,,S
1558,0,3,"Jones, Rev. Charles",male,20.95,0,0,955472,7.51,,Q
1559,0,3,"Wilson, Mrs. Helen",female,,1,0,238382,19.71,F70,S
1560,0,3,"Martin, Mr. Charles",male,,0,0,378325,13.14,,C
1561,0,3,"Garcia, Mr. William",male,17.1,1,0,357831,19.17,,C
1562,0,3,"Martin, Mr. Charles",male,33.69,0,0,604304,23.7,F14,C
1563,1,3,"Williams, Mr. William",male,5.72,0,1,324961,16.38,,S
1564,1,3,"Thompson, Miss. Alice",female,35.68,1,0,872184,15.33,,S
1565,0,3,"Martin, Master. Frank",male,25.47,0,0,393259,33.8,,S
1566,0,2,"Moore, Mrs. Elizabeth",female,27.42,1,0,596371,22.07,,S
1567,1,1,"Harris, Mr. Frank",male,18.28,0,0,239869,38.2,C48,C
1568,1,1,"Davis, Mr. James",male,26.24,8,0,580973,72.19,,S
1569,0,3,"Wilson, Mr. James",male,39.38,0,0,308761,23.09,,S
1570,1,3,"Martin, Mrs. Elizabeth",female,22.5,0,0,447800,4.59,,S
1571,1,2,"Wilson, Mrs. Elizabeth",female,33.34,0,0,551990,12.48,,S
1572,0,3,"Martinez, Mr. Henry",male,14.45,0,1,799961,20.19,,S
1573,0,3,"Martinez, Mr. Edward",male,24.65,0,0,841885,11.23,F120,S
1574,0,3,"Williams, Master. Frank",male,8.53,0,0,423264,12.28,,S
1575,0,1,"Taylor, Mr. Edward",male,,0,1,412396,129.08,,S
1576,0,2,"White, Mr. Frank",male,34.45,0,2,323252,,,S
1577,0,3,"Jackson, Dr. Henry",male,28.85,1,0,905677,3.45,,Q
1578,1,3,"Garcia, Miss. Florence",female,14.16,0,0,215781,3.97,F22,S
1579,0,3,"Smith, Mrs. Mary",female,20.9,0,0,183601,16.78,,S
1580,0,3,"Smith, Mrs. Grace",female,,2,0,484695,14.68,,Q
1581,1,3,"Taylor, Miss. Alice",female,22.46,0,0,454432,8.5,F146,S
1582,0,2,"Miller, Mr. Thomas",male,26.55,0,0,357348,8.41,,S
1583,1,2,"Jones, Mrs. Grace",female,52.84,0,0,496158,17.29,E122,S
1584,0,2,"White, Mr. William",male,18.59,0,0,990665,31.17,,S
1585,0,3,"White, Mr. Thomas",male,37.97,0,0,341318,7.57,,S
1586,0,3,"Johnson, Mr. James",male,11.14,1,1,649964,8.69,,C
1587,0,2,"Brown, Mr. Frank",male,37.86,0,0,755588,8.09,,S
1588,0,3,"Anderson, Mrs. Helen",female,33.5,4,0,993251,10.61,,S
1589,1,2,"Moore, Miss. Grace",female,23.88,1,0,866832,23.38,,C
1590,0,1,"Taylor, Mr. Charles",male,23.39,5,0,725795,172.84,,S
1591,0,1,"Taylor, Mr. Robert",male,14.35,0,1,846430,93.15,A84,S
1592,1,1,"Robinson, Miss. Mary",female,30.62,0,1,862850,81.75,,S
1593,0,3,"Smith, Mr. Charles",male,31.31,1,0,809330,18.61,,S
1594,0,2,"White, Miss. Alice",female,17.07,1,0,200805,26.96,,S
1595,1,3,"Martin, Miss. Margaret",female,26.16,0,0,400914,9.25,F71,S
1596,0,3,"Jones, Mr. Frank",male,7.28,0,3,722300,27.96,,C
1597,0,1,"Jones, Master. George",male,35.19,0,0,896127,82.98,B15,C
1598,0,1,"Jackson, Mr. John",male,24.24,0,0,206627,93.93,,C
1599,0,3,"Jones, Mr. James",male,24.06,1,0,992028,16.58,,S
1600,1,2,"Jones, Mr. Henry",male,23.99,1,0,231791,23.46,,S
1601,0,3,"Smith, Mr. Edward",male,10.72,0,0,276736,22.92,,S
1602,0,1,"Brown, Mr. Charles",male,30.09,0,2,169624,59.22,,S
1603,0,3,"Smith, Mr. Charles",male,13.79,0,0,683129,18.09,,S
1604,0,3,"Martinez, Mr. John",male,9.23,1,0,661375,14.07,,S
1605,0,2,"Davis, Mrs. Elizabeth",female,42.99,2,0,886969,29.83,F42,S
1606,0,2,"Harris, Mr. Henry",male,25.68,0,0,685475,17.85,,S
1607,1,3,"Miller, Miss. Anna",female,0.42,0,2,176635,10.72,,S
1608,0,2,"Garcia, Mr. John",male,22.52,3,0,361298,27.32,,Q
1609,0,2,"Garcia, Mr. George",male,40.98,0,2,408546,23.58,D98,S
1610,1,2,"Martin, Mr. Henry",male,20.86,1,1,905872,11.8,,S
1611,1,2,"White, Miss. Margaret",female,47.97,0,0,745756,33.46,D66,S
1612,0,3,"Davis, Mr. Frank",male,14.72,0,0,931067,17.76,,S
1613,0,3,"Anderson, Master. Thomas",male,31.04,1,0,840071,12.52,,S
1614,1,2,"Martin, Mr. Henry",male,,0,0,824378,15.32,,S
1615,0,3,"Wilson, Miss. Alice",female,30.4,1,0,495113,15.37,,S
1616,0,1,"Garcia, Mr. Robert",male,21.51,1,0,663460,111.74,,S
1617,0,1,"Thompson, Mr. George",male,26.69,0,0,790354,17.05,,S
1618,0,3,"Moore, Miss. Ellen",female,39.04,0,0,637965,15.44,,S
1619,0,3,"Miller, Mr. Frank",male,15.34,1,0,473109,17.24,,S
1620,0,1,"Wilson, Mr. Thomas",male,49.71,2,0,453712,0.0,B15,S
1621,1,1,"Anderson, Miss. Florence",female,32.84,0,0,917532,92.24,,S
1622,1,3,"Davis, Mr. James",male,26.7,1,0,510727,17.51,,S
1623,0,3,"Robinson, Mr. Charles",male,8.37,0,0,455304,16.78,,S
1624,0,1,"White, Mr. Thomas",male,30.7,1,0,227037,117.7,,S
1625,0,2,"Wilson, Mr. James",male,19.5,1,0,627824,16.72,,Q
1626,1,3,"Martin, Miss. Helen",female,27.71,0,0,960147,6.24,,Q
1627,0,2,"Jackson, Mr. William",male,31.12,1,0,800869,2.0,E26,C
1628,0,1,"Martinez, Mr. Charles",male,43.55,1,0,630400,129.87,,S
1629,0,1,"Smith, Mr. George",male,32.11,1,0,403958,113.53,D128,S
1630,1,2,"Martin, Miss. Alice",female,18.84,0,0,442117,31.68,,S
1631,1,3,"Taylor, Mrs. Ellen",female,27.19,1,1,510340,8.29,,S
1632,0,3,"Thomas, Mr. William",male,12.64,1,1,281555,18.22,,S
1633,0,3,"Wilson, Mrs. Emma",female,,0,0,767120,3.23,,Q
1634,0,3,"Harris, Dr. James",male,23.63,0,1,466109,7.35,,C
1635,1,3,"Martin, Mrs. Margaret",female,21.09,1,0,832807,13.82,,S
1636,0,2,"Williams, Mr. John",male,,0,1,251052,26.63,,S
1637,0,2,"Garcia, Mr. Robert",male,29.08,0,0,144882,36.79,,C
1638,0,3,"Anderson, Miss. Florence",female,5.1,1,0,818255,11.44,,Q
1639,1,2,"Taylor, Mrs. Margaret",female,17.26,0,0,166967,11.34,,S
1640,0,3,"Smith, Mr. James",male,37.69,1,0,749849,7.04,,S
1641,0,3,"Taylor, Mr. Henry",male,26.01,0,0,383217,8.53,,S
1642,1,1,"Thompson, Mrs. Helen",female,,0,0,771825,177.28,,S
1643,1,2,"Miller, Mr. Thomas",male,34.23,4,2,789947,27.57,,S
1644,0,1,"Wilson, Mr. Henry",male,31.29,1,0,716092,130.73,A51,S
1645,0,1,"Williams, Mr. George",male,27.51,0,1,464188,73.96,C117,S
1646,0,2,"Jones, Mr. Charles",male,16.26,2,0,904659,19.98,,S
1647,1,2,"Martin, Mr. Thomas",male,42.0,2,1,529438,26.99,,C
1648,0,3,"Johnson, Master. Charles",male,1.41,1,1,264040,9.71,,S
1649,0,3,"Johnson, Miss. Florence",female,,0,0,662835,11.11,F32,S
1650,0,3,"Robinson, Mr. William",male,,0,0,572206,8.61,,S
1651,1,2,"Wilson, Miss. Elizabeth",female,48.94,1,0,113813,15.53,,C
1652,1,2,"Thompson, Miss. Grace",female,36.65,2,0,655214,20.49,E5,S
1653,1,2,"Thompson, Miss. Elizabeth",female,19.85,0,0,181679,11.78,,S
1654,0,1,"Jones, Mr. John",male,56.35,0,0,983563,96.01,A6,S
1655,0,3,"Brown, Mr. Edward",male,8.74,0,1,192438,14.85,G65,S
1656,0,2,"Anderson, Mr. Henry",male,33.18,0,0,426336,18.21,,Q
1657,0,2,"White, Mr. Thomas",male,35.85,0,2,445642,11.73,,S
1658,1,3,"Johnson, Mrs. Helen",female,,0,1,349094,13.68,,S
1659,0,2,"Williams, Mrs. Margaret",female,,0,0,489257,14.95,,S
1660,0,1,"Taylor, Mr. George",male,,0,3,153199,85.96,,S
1661,1,1,"Jones, Mr. John",male,46.34,0,1,960218,130.12,,C
1662,1,3,"Williams, Miss. Elizabeth",female,2.92,1,0,973153,4.86,F8,S
1663,0,3,"White, Mr. Henry",male,29.02,0,2,198688,27.13,,C
1664,1,1,"Davis, Mrs. Grace",female,33.05,0,0,328126,80.95,,S
1665,0,3,"Thompson, Mr. Robert",male,38.8,0,0,518996,15.68,G6,S
1666,0,3,"Brown, Miss. Margaret",female,,0,0,200099,8.11,,Q
1667,0,3,"Williams, Miss. Ellen",female,39.99,0,0,364369,20.42,F125,S
1668,0,2,"Thompson, Mr. William",male,36.09,3,4,907080,18.74,,C
1669,1,1,"Anderson, Mr. William",male,36.47,0,0,625349,67.45,,S
1670,1,3,"Smith, Miss. Elizabeth",female,34.45,0,0,938325,,F78,S
1671,1,2,"Smith, Mr. Charles",male,39.53,1,0,328126,17.32,D36,Q
1672,0,3,"Moore, Master. William",male,30.66,2,1,587156,15.72,,S
1673,1,3,"White, Mr. Edward",male,0.42,0,0,989316,14.12,,S
1674,0,1,"Thomas, Mr. William",male,26.21,0,0,344193,82.33,,S
1675,0,3,"Davis, Miss. Alice",female,41.61,0,0,779606,8.38,,S
1676,0,3,"Harris, Mr. William",male,9.93,0,0,544811,8.0,,S
1677,0,3,"Harris, Mr. William",male,35.59,0,2,384643,10.0,,S
1678,0,2,"Anderson, Mrs. Elizabeth",female,38.48,1,3,200105,24.6,,Q
1679,0,3,"Johnson, Master. Charles",male,16.29,0,0,955669,17.3,,S
1680,1,3,"Harris, Mr. Charles",male,1.06,0,0,219903,18.18,,S
1681,1,3,"Martin, Mrs. Mary",female,,1,1,211886,12.99,,S
1682,1,3,"Smith, Miss. Ellen",female,49.94,0,0,531661,15.49,,S
1683,0,3,"Thomas, Master. William",male,14.64,0,0,189207,11.91,,S
1684,1,2,"Jackson, Miss. Emma",female,20.47,1,0,859533,2.58,,S
1685,0,1,"Garcia, Mr. Thomas",male,26.03,0,0,770653,74.93,,S
1686,0,2,"Wilson, Master. James",male,44.58,0,0,229939,16.25,F18,C
1687,1,3,"Moore, Dr. Anna",female,22.09,0,0,913575,6.25,,Q
1688,0,3,"Anderson, Mrs. Anna",female,17.49,0,0,679561,9.31,,C
1689,0,3,"White, Mr. Henry",male,41.96,0,0,725486,13.88,,S
1690,0,2,"Jones, Mr. George",male,36.95,0,0,399745,,,C
1691,0,3,"Robinson, Mr. William",male,13.97,0,0,855287,8.38,,S
1692,0,3,"Martin, Mr. James",male,,0,0,150331,23.06,,S
1693,0,2,"Jackson, Mrs. Mary",female,,0,0,980440,3.97,E15,S
1694,1,3,"Johnson, Miss. Florence",female,25.2,1,1,326775,11.81,,S
1695,1,3,"Garcia, Mr. Edward",male,6.41,5,0,239638,5.42,,S
1696,0,3,"Moore, Mr. William",male,3.6,0,0,162243,8.11,,S
1697,0,1,"Taylor, Mr. Robert",male,24.61,0,0,173702,75.7,C95,S
1698,1,3,"Smith, Mr. Henry",male,,1,0,269079,6.58,,Q
1699,1,3,"Anderson, Miss. Grace",female,0.45,0,2,577097,16.73,,S
1700,0,3,"Thomas, Master. William",male,11.81,0,0,374641,21.78,,S
1701,0,3,"Johnson, Mr. Edward",male,13.97,2,1,584585,18.47,,S
1702,0,3,"Jackson, Mr. Henry",male,,0,0,256178,19.66,F111,S
1703,1,2,"Jones, Miss. Margaret",female,50.31,0,0,837241,6.2,,Q
1704,0,3,"Jones, Mr. John",male,21.8,0,0,463546,11.42,,S
1705,0,3,"Garcia, Mr. William",male,22.99,0,1,611350,16.04,,S
1706,0,3,"Smith, Mr. James",male,31.11,0,0,102823,18.66,,S
1707,0,1,"Davis, Mr. James",male,35.15,0,1,400427,157.64,C77,S
1708,0,2,"Garcia, Mr. Henry",male,34.8,1,1,126089,30.69,,S
1709,0,3,"Martinez, Mr. Henry",male,28.37,0,0,412660,18.83,,Q
1710,0,2,"Smith, Mr. Frank",male,31.47,2,0,788808,46.34,,S
1711,0,3,"Garcia, Mr. Henry",male,58.2,0,0,512929,,,S
1712,1,2,"Taylor, Mrs. Ellen",female,40.93,0,0,799208,17.11,E108,S
1713,0,3,"Brown, Mr. Frank",male,12.02,0,0,169818,14.15,,C
1714,0,3,"Miller, Mr. Thomas",male,,0,0,445077,7.05,,S
1715,0,2,"Garcia, Mr. Thomas",male,,0,0,100623,20.68,,S
1716,1,3,"Johnson, Miss. Elizabeth",female,30.36,0,0,984589,1.78,,S
1717,1,2,"Wilson, Miss. Ellen",female,,0,0,969218,14.7,,C
1718,1,3,"White, Mrs. Ellen",female,11.71,0,0,345825,12.25,G83,S
1719,0,3,"Garcia, Mr. Robert",male,,0,1,773471,19.17,F39,C
1720,0,3,"Brown, Mr. Frank",male,,0,1,772723,20.22,,C
1721,0,1,"Martin, Mr. Robert",male,44.03,0,5,441661,43.53,D66,S
1722,0,2,"White, Mr. William",male,40.25,0,0,498701,40.76,,S
1723,0,3,"Martin, Mr. Frank",male,29.49,1,0,996822,13.96,G140,S
1724,0,3,"White, Mr. James",male,27.07,1,0,407710,14.56,,C
1725,0,3,"Thompson, Mr. Frank",male,18.96,0,1,491097,,,S
1726,1,1,"Jones, Mr. Charles",male,47.76,0,0,359498,,,Q
1727,0,2,"Miller, Mr. John",male,42.3,0,0,469275,30.5,,S
1728,0,3,"Taylor, Mr. Frank",male,24.24,0,0,306853,14.1,F72,S
1729,1,1,"Martin, Mrs. Ellen",female,36.6,0,0,128412,,,C
1730,1,2,"Jackson, Mr. James",male,49.1,0,0,696422,22.27,,C
1731,0,3,"Wilson, Miss. Alice",female,24.75,4,0,362946,3.62,,S
1732,0,1,"Robinson, Mr. John",male,38.91,1,0,126693,79.94,B62,C
1733,1,3,"Garcia, Mrs. Elizabeth",female,,0,2,195702,22.15,,S
1734,1,2,"White, Mrs. Alice",female,28.83,0,0,914198,30.87,,S
1735,0,3,"Robinson, Mr. Robert",male,15.16,0,0,508764,12.19,,S
1736,0,3,"Taylor, Miss. Helen",female,29.54,0,1,329001,23.16,,S
1737,0,3,"Brown, Mr. Robert",male,24.53,0,1,391572,4.82,,S
1738,0,1,"Martin, Master. Edward",male,60.11,0,0,533035,43.19,,S
1739,1,3,"White, Mrs. Anna",female,34.46,0,0,374399,25.11,F134,C
1740,0,3,"Jones, Mr. Thomas",male,17.85,0,0,451652,16.76,,S
1741,0,2,"Martinez, Mr. Charles",male,38.75,0,0,476991,17.11,,S
1742,0,2,"Thomas, Mr. James",male,33.69,0,1,953991,19.45,,S
1743,1,1,"White, Mr. James",male,53.71,3,0,397374,50.12,,S
1744,0,3,"Johnson, Mr. George",male,18.71,0,2,251538,14.8,,S
1745,0,3,"Thompson, Master. Thomas",male,27.26,0,0,526412,14.28,,Q
1746,0,3,"Moore, Mr. George",male,23.81,0,0,428684,13.13,,Q
1747,0,3,"Anderson, Mr. Charles",male,25.7,0,0,672695,5.46,,S
1748,0,3,"Harris, Mr. Edward",male,14.38,0,2,695551,14.72,G76,S
1749,0,3,"Taylor, Mr. Robert",male,31.91,0,0,512141,9.56,,S
1750,0,2,"Thompson, Miss. Helen",female,,0,0,354298,10.14,,S
1751,0,3,"Moore, Master. Robert",male,40.42,0,0,736415,21.23,G76,S
1752,0,1,"Moore, Mr. Henry",male,37.88,0,0,590176,175.13,,Q
1753,0,3,"Davis, Miss. Grace",female,20.06,0,0,385792,25.63,,S
1754,0,3,"Jones, Mrs. Anna",female,34.47,0,0,124217,17.23,G80,S
1755,0,2,"Johnson, Mr. John",male,20.47,0,0,125349,17.34,,Q
1756,0,3,"Miller, Mr. Edward",male,38.02,2,0,911943,12.54,,S
1757,0,1,"Anderson, Mrs. Helen",female,50.99,0,0,668083,101.04,B32,S
1758,1,3,"Johnson, Miss. Helen",female,40.09,1,0,854636,,,C
1759,0,3,"Jackson, Mr. George",male,29.52,0,0,472090,21.57,,S
1760,0,3,"Jackson, Mr. John",male,,0,0,211793,0.0,,S
1761,0,2,"Taylor, Mr. Edward",male,31.31,0,0,988013,17.04,,S
1762,1,1,"Williams, Mr. John",male,,0,0,756166,117.65,B17,S
1763,1,1,"Harris, Miss. Florence",female,31.28,0,0,701454,48.5,,S
1764,1,1,"Jones, Miss. Margaret",female,54.0,0,0,155075,73.91,,C
1765,0,1,"Garcia, Mr. William",male,44.96,0,2,155145,108.93,,S
1766,0,1,"Wilson, Master. Henry",male,27.29,0,1,930354,147.77,,S
1767,1,3,"Jones, Mrs. Alice",female,47.59,1,1,863498,4.59,,Q
1768,0,1,"Davis, Mr. Charles",male,39.17,0,0,207987,26.54,,Q
1769,1,1,"Miller, Miss. Grace",female,24.87,0,0,602456,44.27,,C
1770,0,3,"Williams, Mr. George",male,15.04,0,2,422980,3.01,,C
1771,0,3,"Jackson, Mr. Henry",male,42.85,2,2,671085,3.47,G22,Q
1772,0,3,"Johnson, Mr. Henry",male,46.9,3,1,871823,6.68,G118,C
1773,0,3,"Jones, Mr. Frank",male,,0,2,669773,21.02,,S
